SPID,SID,PID,Quantity,Price,ShipDate
3562.0,126,267,37,229.96,2012-11-03
3563.0,939,549,668,444.36,2012-10-10
3564.0,241,447,1,425.07,2013-02-15
3565.0,644,506,667,428.07,2012-10-24
3566.0,310,320,506,240.61,2015-02-02
3567.0,359,1131,25,194.63,2014-06-29
3568.0,867,104,43,41.12,2012-08-04
3569.0,1047,697,134,430.26,2012-10-04
3570.0,978,1138,179,183.16,2013-03-08
3571.0,1151,494,68,231.2,2014-09-21
3572.0,654,1067,63,162.61,2012-06-06
3573.0,158,252,453,288.49,2013-07-24
3574.0,986,1101,21,222.95,2012-12-03
3575.0,114,312,50,147.33,2012-03-16
3576.0,1068,491,47,227.23,2013-06-03
3577.0,185,331,2,275.29,2013-02-18
3578.0,844,548,271,134.55,2012-01-15
3579.0,306,486,34,167.03,2013-02-23
3580.0,706,852,366,186.92,2014-04-03
3581.0,1156,1118,2,47.14,2014-11-15
3582.0,567,481,528,319.55,2014-04-23
3583.0,376,1003,22,467.4,2013-06-14
3584.0,261,640,72,326.41,2014-03-09
3585.0,565,1153,24,331.55,2013-04-06
3586.0,1128,756,406,268.84,2014-01-27
3587.0,196,695,14,335.3,2013-08-02
3588.0,448,238,20,169.28,2012-06-25
3589.0,909,613,129,492.64,2014-12-21
3590.0,92,1040,469,317.84,2012-04-13
3591.0,441,702,20,81.01,2013-05-16
3592.0,969,293,119,332.5,2013-03-09
3593.0,470,1163,62,413.06,2012-04-08
3594.0,1016,457,255,422.24,2013-02-02
3595.0,924,141,11,424.01,2012-01-21
3596.0,1041,387,114,214.55,2013-05-02
3597.0,395,785,527,176.48,2013-06-11
3598.0,576,892,422,201.93,2012-12-22
3599.0,235,129,616,479.73,2014-12-20
3600.0,1104,1148,483,259.824016013485,2013-08-09
3601.0,857,708,402,383.87,2014-08-26
3602.0,132,113,333,22.7,2013-09-02
3603.0,214,838,57,453.33,2013-06-14
3604.0,262,406,39,495.68,2014-04-01
3605.0,581,187,25,486.28,2014-04-09
3606.0,156,1033,142,240.27,2014-05-31
3607.0,731,541,67,56.75,2012-04-11
3608.0,61,277,657,454.21,2013-11-28
3609.0,891,503,60,424.49,2014-11-18
3610.0,256,1116,604,217.42,2012-03-30
3611.0,238,714,263,155.74,2013-10-20
3612.0,171,1194,161,368.85,2013-08-07
3613.0,132,394,680,174.69,2012-08-29
3614.0,694,256,609,364.64,2012-07-20
3615.0,700,580,120,374.88,2012-01-21
3616.0,136,994,345,98.23,2013-08-25
3617.0,534,297,214,47.88,2013-01-11
3618.0,735,160,257,118.03,2014-01-01
3619.0,909,1187,292,206.35,2013-03-03
3620.0,299,278,29,367.92,2012-05-15
3621.0,1148,504,25,421.16,2013-01-09
3622.0,731,288,485,283.97,2013-01-11
3623.0,707,1030,5,276.2,2014-11-20
3624.0,489,266,163,362.08,2013-07-21
3625.0,587,397,19,162.57,2013-09-03
3626.0,645,35,134,319.64,2012-12-21
3627.0,217,138,661,317.83,2014-11-30
3628.0,432,943,40,243.2,2014-03-03
3629.0,81,611,579,485.97,2014-05-26
3630.0,1030,541,59,258.61,2013-03-27
3631.0,595,1098,590,286.79,2012-01-02
3632.0,1003,794,672,431.69,2013-11-17
3633.0,672,944,165,481.51,2012-10-07
3634.0,704,250,408,318.48,2013-08-29
3635.0,417,231,22,422.49,2013-12-02
3636.0,978,568,11,332.42,2013-09-12
3637.0,946,141,43,340.27,2012-11-23
3638.0,122,383,37,456.84,2012-09-23
3639.0,1011,1141,83,232.95,2014-09-16
3640.0,910,791,6,189.85,2014-07-02
3641.0,89,515,178,342.15,2013-04-29
3642.0,191,1149,63,217.2,2013-01-23
3643.0,67,252,504,65.78,2013-10-28
3644.0,1,642,292,75.9,2013-05-03
3645.0,359,83,689,423.52,2014-03-13
3646.0,976,65,458,17.82,2012-09-08
3647.0,448,694,46,487.74,2013-04-01
3648.0,428,1146,314,227.72,2012-08-23
3649.0,1008,971,62,437.3,2012-07-07
3650.0,677,970,414,354.76,2013-05-06
3651.0,268,783,34,484.61,2014-02-18
3652.0,565,1125,227,241.52,2013-10-06
3653.0,157,848,41,146.31,2012-08-26
3654.0,26,1163,4,97.54,2012-09-24
3655.0,418,695,66,289.51,2012-04-03
3656.0,257,348,605,239.57,2012-12-24
3657.0,82,976,387,57.47,2012-09-08
3658.0,711,844,82,155.38,2014-10-04
3659.0,1046,984,9,89.62,2013-06-16
3660.0,287,708,310,492.69,2012-06-19
3661.0,651,142,3,492.35,2013-07-06
3662.0,793,594,16,216.08,2014-10-20
3663.0,650,494,30,440.36,2013-12-27
3664.0,902,759,47,74.6,2012-03-10
3665.0,631,605,35,184.63,2014-02-03
3666.0,874,542,63,65.68,2013-04-01
3667.0,823,82,130,329.02,2012-03-24
3668.0,552,127,7,265.76,2012-11-04
3669.0,370,1163,46,229.13,2013-04-25
3670.0,662,664,43,218.12,2012-08-02
3671.0,915,166,25,319.64,2012-07-20
3672.0,1183,545,691,343.85,2012-08-09
3673.0,1035,491,41,216.23,2013-04-11
3675.0,471,493,25,152.39,2013-06-18
3676.0,253,5,30,86.64,2012-09-23
3677.0,489,520,9,492.87,2012-02-08
3678.0,1126,456,64,425.76,2012-04-22
3679.0,723,437,464,40.73,2013-02-16
3680.0,838,846,15,66.45,2013-08-17
3681.0,683,759,53,79.81,2012-02-13
3682.0,213,216,67,382.78,2012-11-14
3683.0,428,941,15,413.76,2014-05-02
3684.0,508,763,29,125.96,2012-07-07
3685.0,1001,415,18,184.66,2013-08-14
3686.0,645,525,57,15.97,2013-05-15
3687.0,774,516,204,113.49,2014-05-01
3688.0,78,612,480,243.68,2014-09-29
3689.0,991,32,38,359.3,2012-01-18
3690.0,415,533,379,65.1,2013-03-04
3691.0,489,96,192,351.95,2012-12-12
3692.0,465,551,23,148.99,2014-12-25
3693.0,1057,53,195,255.41,2014-10-15
3694.0,279,1075,117,33.19,2013-04-11
3695.0,1191,613,592,410.44,2013-07-27
3696.0,364,30,23,250.45,2013-09-23
3697.0,769,151,20,496.69,2014-03-09
3698.0,750,97,385,120.29,2012-05-14
3699.0,433,150,6,158.64,2012-04-19
3700.0,731,1118,62,259.824016013485,2013-12-29
3701.0,434,391,27,18.93,2012-01-11
3702.0,768,548,203,355.74,2014-03-27
3703.0,416,995,102,382.76,2015-02-02
3704.0,234,379,56,390.25,2014-11-22
3705.0,902,82,687,431.61,2014-02-10
3706.0,1029,636,347,68.66,2014-05-03
3707.0,73,671,61,471.96,2014-07-30
3708.0,593,1058,566,392.92,2015-01-04
3709.0,615,914,613,123.53,2014-07-03
3710.0,754,724,65,124.73,2013-03-17
3711.0,258,532,267,304.4,2013-12-25
3712.0,910,186,165,177.47,2013-06-11
3713.0,1057,462,69,140.7,2013-10-23
3714.0,606,822,65,226.3,2012-05-22
3715.0,909,1146,543,219.75,2014-02-04
3716.0,910,571,16,130.46,2013-09-03
3717.0,246,891,24,244.48,2013-09-06
3718.0,229,6,47,410.11,2014-12-11
3719.0,458,201,593,288.94,2013-08-23
3720.0,665,455,45,385.92,2014-06-28
3721.0,1179,244,642,259.824016013485,2012-12-24
3722.0,75,282,401,434.81,2013-11-18
3723.0,1048,209,67,237.44,2012-01-22
3724.0,745,178,391,436.31,2012-11-16
3725.0,276,532,5,203.75,2012-09-23
3726.0,438,171,6,50.2,2012-03-11
3727.0,378,647,59,339.46,2013-02-25
3728.0,713,476,207,206.44,2014-02-28
3729.0,174,702,21,262.09,2013-07-06
3730.0,190,137,523,496.07,2014-08-29
3731.0,567,710,4,109.5,2014-05-30
3732.0,364,1138,401,489.57,2014-07-10
3733.0,418,463,7,294.27,2012-02-14
3734.0,646,1195,59,307.18,2013-02-13
3735.0,359,675,562,229.67,2013-05-19
3736.0,659,1142,52,146.15,2013-12-20
3737.0,928,872,14,416.14,2012-05-24
3738.0,443,895,61,318.99,2014-09-24
3739.0,756,372,339,43.51,2014-08-09
3740.0,24,731,20,103.27,2012-08-14
3741.0,104,865,15,56.78,2014-06-03
3742.0,781,502,68,108.28,2014-09-04
3743.0,521,642,31,217.22,2013-09-11
3744.0,460,1179,54,313.97,2013-12-24
3745.0,621,767,69,357.48,2013-12-25
3746.0,667,898,155,426.87,2014-07-05
3747.0,835,924,60,158.41,2014-08-20
3748.0,435,658,38,78.13,2014-09-14
3749.0,53,1136,392,144.75,2013-05-27
3750.0,1003,823,42,119.59,2012-03-29
3751.0,906,1152,394,84.13,2014-08-07
3752.0,504,76,654,452.82,2012-01-16
3753.0,901,577,297,299.56,2014-09-18
3754.0,284,468,518,87.33,2012-07-04
3755.0,658,288,518,121.52,2014-12-18
3756.0,647,251,47,453.41,2013-03-05
3757.0,1125,548,651,20.14,2013-07-03
3758.0,974,33,437,177.52,2013-08-16
3759.0,1017,1161,309,314.01,2013-03-20
3760.0,1055,1106,321,268.75,2013-10-06
3761.0,810,82,315,73.82,2014-06-22
3762.0,962,222,7,179.8,2012-06-10
3763.0,420,251,35,145.26,2013-08-08
3764.0,887,182,64,195.52,2014-04-22
3765.0,941,268,660,446.17,2012-04-05
3766.0,146,278,17,393.81,2013-11-05
3767.0,230,152,2,330.83,2013-09-26
3768.0,845,475,33,474.81,2013-09-29
3769.0,93,174,69,423.31,2013-05-10
3770.0,370,1159,55,452.23,2013-10-04
3771.0,674,139,1,158.72,2013-07-05
3772.0,70,286,35,177.14,2012-10-03
3773.0,48,1061,143,406.31,2014-10-07
3774.0,129,14,19,183.31,2013-11-02
3775.0,92,23,67,357.01,2013-11-12
3776.0,1191,620,216,450.88,2014-04-23
3777.0,683,12,13,308.01,2012-05-11
3778.0,911,1008,459,38.9,2014-12-08
3779.0,406,783,1,448.94,2013-03-12
3780.0,104,1001,66,438.04,2013-10-24
3781.0,626,850,656,121.6,2014-09-06
3782.0,368,342,46,94.5,2012-12-06
3783.0,88,625,194,462.2,2013-02-04
3784.0,789,161,101,274.79,2012-12-24
3785.0,1029,132,389,397.19,2014-02-16
3786.0,509,353,524,162.69,2012-11-30
3787.0,408,97,137,326.5,2012-06-30
3788.0,94,539,2,237.67,2013-03-25
3789.0,235,163,527,446.21,2013-06-30
3790.0,481,17,27,141.37,2013-09-28
3791.0,469,739,678,20.41,2012-02-18
3792.0,981,1183,48,475.54,2014-04-05
3793.0,767,235,23,97.05,2013-06-19
3794.0,846,477,19,244.3,2012-11-13
3796.0,1067,970,686,78.88,2013-04-23
3797.0,680,485,615,467.91,2012-09-17
3798.0,161,855,39,388.08,2014-09-23
3799.0,359,1037,47,408.46,2014-11-07
3800.0,233,669,6,212.85,2013-08-19
3801.0,48,1067,9,231.55,2014-01-19
3802.0,102,1108,446,34.89,2013-12-19
3803.0,1089,564,102,472.78,2013-09-07
3804.0,917,97,623,457.56,2012-01-16
3805.0,1096,43,12,384.77,2013-03-06
3806.0,623,1025,146,449.72,2012-05-22
3807.0,678,46,5,199.38,2013-12-20
3808.0,760,439,12,479.68,2012-10-07
3809.0,383,365,2,424.08,2014-08-08
3810.0,22,882,277,283.45,2014-01-02
3811.0,1042,682,548,93.76,2014-08-15
3812.0,478,227,396,334.19,2012-11-24
3813.0,279,540,20,405.16,2012-01-20
3814.0,121,1122,212,341.89,2012-07-16
3815.0,657,10,484,328.61,2014-11-20
3816.0,536,850,234,140.48,2012-02-24
3817.0,158,1032,45,78.62,2012-01-14
3818.0,1045,872,63,317.7,2012-04-24
3819.0,944,1114,531,430.43,2012-02-10
3820.0,15,413,30,207.45,2013-01-10
3821.0,574,614,10,308.48,2014-02-07
3822.0,323,953,258,107.68,2012-05-06
3823.0,810,743,46,79.18,2013-08-30
3824.0,926,865,687,335.58,2013-10-16
3825.0,739,1178,478,157.41,2014-12-22
3826.0,299,119,49,396.38,2012-05-17
3827.0,187,946,611,193.0,2013-11-04
3828.0,110,310,41,88.74,2012-05-01
3829.0,688,156,207,272.52,2013-04-23
3830.0,323,630,2,428.53,2012-01-17
3831.0,119,973,63,202.12,2013-11-18
3832.0,498,663,38,423.02,2013-06-28
3833.0,501,1103,33,237.9,2015-02-01
3834.0,617,73,669,351.74,2012-09-01
3835.0,854,629,650,257.09,2014-10-28
3836.0,139,174,1,279.85,2012-05-18
3837.0,1198,664,8,423.42,2012-04-16
3838.0,582,53,92,374.56,2014-09-15
3839.0,1148,1037,17,204.59,2013-10-14
3840.0,953,608,203,200.31,2012-04-22
3841.0,302,870,47,471.72,2012-05-13
3842.0,1007,737,374,284.06,2013-12-13
3843.0,20,144,56,248.65,2012-10-25
3844.0,710,726,60,210.96,2013-09-27
3845.0,776,104,2,449.28,2014-09-13
3846.0,1046,275,690,375.49,2014-07-18
3847.0,125,1155,427,168.57,2012-08-13
3848.0,594,1187,646,131.23,2012-08-15
3849.0,238,1091,86,30.6,2014-01-13
3850.0,596,737,425,413.62,2015-01-28
3851.0,551,42,558,387.44,2014-10-11
3852.0,969,731,13,293.7,2012-08-11
3853.0,576,1171,19,284.35,2012-10-08
3854.0,535,194,219,242.37,2013-03-20
3855.0,637,53,663,314.23,2012-03-09
3856.0,1173,656,60,173.08,2014-06-29
3857.0,427,369,578,138.94,2013-11-02
3858.0,225,760,5,114.0,2012-10-30
3859.0,783,875,30,330.54,2015-02-04
3860.0,380,23,47,481.98,2014-07-24
3861.0,507,142,63,372.19,2012-07-30
3862.0,484,1016,23,136.9,2012-01-05
3863.0,318,123,23,193.17,2012-09-04
3864.0,347,955,17,344.38,2012-05-14
3865.0,93,566,24,131.89,2014-11-17
3866.0,1024,341,109,66.08,2013-01-07
3867.0,746,653,37,212.96,2012-02-29
3868.0,437,829,25,180.61,2014-11-30
3869.0,489,1106,120,188.01,2014-05-12
3870.0,977,571,1,366.21,2012-11-09
3871.0,201,98,58,177.63,2012-07-15
3872.0,1028,288,646,16.61,2012-03-21
3873.0,964,187,10,40.39,2015-01-24
3874.0,492,1059,540,106.78,2014-07-16
3875.0,398,319,15,177.59,2014-03-21
3876.0,46,352,602,16.7,2013-07-10
3877.0,565,1014,15,358.93,2012-06-16
3878.0,181,852,306,91.15,2012-08-26
3879.0,812,708,542,79.79,2014-11-03
3881.0,816,196,262,183.41,2013-04-24
3882.0,789,1054,48,313.45,2014-12-22
3883.0,538,689,659,128.55,2013-04-19
3884.0,70,293,86,88.51,2012-02-22
3885.0,441,65,572,178.04,2013-06-06
3886.0,466,1084,352,466.02,2012-06-30
3887.0,665,913,603,262.4,2014-12-22
3888.0,345,512,258,22.33,2013-09-24
3889.0,995,438,18,385.5,2012-05-01
3890.0,115,1074,224,483.17,2013-10-24
3891.0,689,8,30,256.99,2014-09-12
3892.0,658,538,180,104.13,2012-12-13
3893.0,751,494,20,89.28,2013-03-09
3894.0,1025,99,455,93.27,2012-08-07
3895.0,1193,7,38,221.16,2012-06-24
3896.0,1047,775,23,134.34,2013-02-14
3897.0,945,584,28,414.53,2013-02-03
3898.0,205,219,6,232.77,2012-10-17
3899.0,945,129,335,323.11,2014-10-15
3900.0,1116,267,7,76.06,2014-06-02
3901.0,1007,767,3,122.2,2014-12-25
3902.0,451,989,45,263.05,2014-04-24
3903.0,767,1150,14,74.34,2013-06-23
3904.0,506,202,118,218.34,2014-05-30
3905.0,1014,822,3,56.13,2012-02-22
3906.0,299,733,46,427.44,2013-03-16
3907.0,936,501,255,358.92,2012-05-18
3908.0,886,518,31,207.52,2013-03-16
3909.0,741,352,546,129.57,2012-02-24
3910.0,993,913,613,271.23,2013-08-23
3911.0,7,1168,529,461.05,2012-11-07
3912.0,497,990,9,185.96,2013-08-12
3913.0,334,322,29,158.08,2014-11-13
3914.0,110,157,61,116.39,2013-06-21
3915.0,43,179,130,54.32,2013-11-21
3916.0,774,256,149,162.75,2012-09-19
3917.0,176,535,23,345.53,2012-09-14
3918.0,1077,957,13,259.824016013485,2014-11-10
3919.0,812,285,59,118.65,2012-05-26
3920.0,28,610,367,369.5,2013-08-05
3921.0,334,375,48,225.7,2014-09-19
3922.0,750,819,300,46.58,2012-12-28
3923.0,62,393,162,434.85,2013-07-24
3924.0,5,665,242,136.18,2012-01-02
3925.0,1013,1013,673,411.99,2013-08-10
3926.0,753,1098,134,205.47,2014-09-24
3927.0,412,742,34,341.12,2012-07-21
3928.0,683,586,353,88.95,2013-03-01
3929.0,1137,693,318,346.61,2013-04-01
3930.0,980,296,46,286.7,2014-02-20
3931.0,293,1093,133,312.72,2013-03-20
3932.0,153,616,23,183.48,2013-05-21
3934.0,830,604,442,49.8,2012-09-14
3935.0,102,674,598,406.12,2012-04-16
3936.0,533,100,170,461.6,2014-02-24
3937.0,293,615,58,150.35,2013-07-10
3938.0,699,1163,48,262.21,2013-10-14
3939.0,964,37,530,29.73,2015-01-24
3940.0,582,656,281,270.21,2014-01-30
3941.0,382,1156,332,272.42,2014-03-03
3942.0,623,1094,53,414.54,2013-12-20
3943.0,732,173,48,230.37,2014-10-23
3944.0,734,208,511,300.41,2013-11-08
3945.0,195,346,384,325.72,2013-05-14
3946.0,404,667,52,29.56,2013-07-02
3947.0,795,1038,35,484.6,2015-02-04
3948.0,303,732,155,222.8,2012-08-30
3949.0,88,284,32,428.39,2012-03-09
3950.0,272,182,67,352.3,2014-04-17
3951.0,960,163,360,336.19,2012-09-19
3952.0,446,158,50,339.82,2012-12-19
3953.0,941,226,491,423.89,2013-05-28
3954.0,410,1152,443,290.17,2012-03-25
3955.0,203,88,55,408.41,2013-05-04
3956.0,115,776,65,359.06,2013-05-02
3957.0,702,1023,62,187.74,2013-11-25
3958.0,508,1026,29,22.61,2013-07-26
3959.0,21,429,21,425.98,2013-02-22
3960.0,506,86,4,78.65,2013-01-12
3961.0,1046,947,518,492.4,2013-12-21
3962.0,1053,1146,336,352.68,2014-06-04
3963.0,472,106,202,229.14,2014-12-18
3964.0,646,421,38,78.09,2014-11-20
3965.0,617,1139,89,40.51,2012-11-04
3966.0,54,213,210,175.87,2013-03-04
3967.0,447,378,235,18.22,2012-03-07
3968.0,1186,741,461,328.92,2013-09-04
3969.0,209,863,55,76.4,2014-05-12
3970.0,689,56,63,301.13,2014-04-01
3971.0,835,241,362,454.82,2014-10-29
3972.0,431,955,9,210.01,2014-03-18
3973.0,44,454,21,111.18,2012-06-20
3974.0,448,336,532,13.59,2012-12-20
3975.0,717,1167,45,333.74,2012-04-15
3976.0,1032,384,468,94.68,2013-02-13
3977.0,355,737,580,258.91,2012-04-14
3978.0,1009,688,693,21.22,2014-10-14
3979.0,1198,860,614,466.36,2013-02-16
3980.0,776,457,434,383.61,2014-06-21
3981.0,392,910,50,86.02,2013-02-11
3982.0,523,779,48,79.0,2013-06-25
3983.0,1010,1143,14,60.88,2014-12-20
3984.0,196,731,54,476.51,2013-02-19
3985.0,516,1153,295,22.8,2012-05-11
3986.0,827,836,634,361.89,2014-10-05
3987.0,166,339,583,499.21,2012-02-20
3988.0,826,561,506,498.29,2015-01-22
3989.0,899,954,361,187.43,2014-06-19
3990.0,672,1194,510,256.86,2012-08-18
3991.0,861,606,4,19.49,2014-04-08
3992.0,921,461,56,364.39,2013-01-27
3993.0,336,687,18,126.54,2014-04-25
3994.0,155,823,22,435.53,2013-01-30
3995.0,194,278,58,318.51,2012-02-21
3996.0,159,414,33,180.0,2014-01-30
3997.0,405,89,234,119.21,2012-09-24
3998.0,224,790,37,15.45,2012-05-03
3999.0,767,736,692,337.38,2013-12-19
4000.0,1139,534,56,408.72,2012-03-26
4001.0,64,670,14,25.19,2013-10-10
4002.0,82,122,373,310.35,2012-10-11
4003.0,844,272,510,268.73,2013-03-18
4004.0,512,230,53,111.05,2012-09-22
4005.0,374,842,42,343.28,2013-06-17
4006.0,862,424,27,422.67,2012-01-15
4007.0,17,727,34,268.66,2014-10-27
4008.0,475,917,605,411.17,2012-10-12
4009.0,805,468,203,314.23,2013-10-16
4010.0,1145,861,62,379.83,2012-06-15
4011.0,880,906,410,303.71,2012-03-03
4012.0,13,476,431,153.86,2012-11-03
4013.0,20,967,44,39.93,2012-06-18
4014.0,1109,339,26,475.79,2012-02-16
4015.0,1078,1093,491,192.81,2013-06-13
4016.0,758,981,21,367.06,2013-10-26
4017.0,569,433,196,447.63,2012-02-13
4018.0,1098,989,23,67.66,2012-01-10
4019.0,373,564,13,116.59,2014-05-18
4020.0,629,945,218,176.63,2013-12-03
4021.0,1028,1028,501,429.2,2012-03-10
4022.0,696,154,203,329.95,2012-07-04
4023.0,1013,74,291,382.54,2012-09-19
4024.0,874,323,150,83.68,2013-08-03
4025.0,1073,32,47,470.18,2014-05-03
4026.0,913,392,59,69.57,2014-03-11
4027.0,234,873,198,302.64,2014-09-10
4028.0,341,648,14,471.61,2013-05-20
4029.0,12,1105,619,366.77,2014-10-29
4030.0,524,991,42,432.88,2013-01-15
4031.0,364,62,13,273.55,2013-05-29
4032.0,914,82,686,195.69,2015-01-06
4033.0,235,113,601,428.24,2014-01-16
4034.0,550,1157,406,270.46,2014-05-08
4035.0,91,198,54,370.09,2014-06-28
4036.0,776,1199,38,188.17,2013-09-02
4037.0,764,694,30,321.14,2012-06-24
4038.0,738,827,69,180.15,2013-05-16
4039.0,657,89,278,484.92,2013-10-08
4040.0,203,600,44,445.99,2013-08-07
4041.0,159,1136,153,166.5,2013-11-10
4042.0,703,354,368,142.97,2013-01-20
4043.0,456,935,14,498.94,2012-11-14
4044.0,161,1107,612,34.5,2014-07-19
4045.0,373,627,569,469.2,2013-08-11
4046.0,278,494,21,71.49,2013-03-06
4047.0,340,930,79,481.52,2014-05-30
4048.0,87,28,203,178.01,2013-12-01
4049.0,111,409,496,359.89,2012-01-10
4050.0,425,815,24,267.76,2012-07-04
4051.0,415,333,43,60.63,2013-12-16
4052.0,452,667,39,115.81,2012-03-24
4053.0,838,394,592,298.96,2014-05-02
4054.0,439,774,8,144.08,2014-01-29
4055.0,1078,803,239,30.47,2014-02-13
4056.0,975,625,577,293.84,2013-10-29
4057.0,661,1120,301,366.45,2012-01-22
4058.0,852,781,12,213.09,2014-08-02
4059.0,153,795,52,226.64,2012-09-24
4060.0,209,333,5,193.07,2013-08-01
4061.0,267,522,330,74.79,2012-11-27
4062.0,434,97,380,401.0,2014-11-24
4063.0,1,548,384,273.58,2014-06-01
4064.0,338,1075,395,241.35,2012-05-08
4065.0,261,1171,203,240.78,2012-03-22
4066.0,14,507,53,59.5,2013-10-10
4067.0,37,504,31,499.28,2012-10-07
4068.0,835,53,88,79.95,2012-09-24
4069.0,795,1102,43,197.68,2013-08-13
4070.0,543,627,472,178.4,2012-10-13
4071.0,729,929,377,90.39,2013-10-23
4072.0,259,581,473,371.06,2012-03-25
4073.0,212,1104,332,200.26,2012-03-22
4074.0,648,337,282,339.0,2014-11-23
4075.0,8,876,165,300.07,2014-02-28
4076.0,346,1051,46,107.44,2013-06-30
4077.0,828,950,26,60.96,2013-11-15
4078.0,1194,1118,7,139.44,2013-05-03
4079.0,730,1027,346,409.35,2012-09-06
4080.0,1154,554,541,331.27,2012-11-29
4081.0,927,932,268,181.86,2013-02-05
4082.0,401,331,55,288.75,2014-11-12
4083.0,1038,339,39,422.3,2014-10-17
4084.0,963,398,55,217.44,2014-02-05
4085.0,1006,342,4,36.44,2012-07-29
4086.0,583,1128,22,175.47,2014-11-02
4087.0,51,1112,44,453.04,2013-10-04
4088.0,9,229,391,61.86,2014-06-06
4089.0,542,558,68,191.24,2014-01-20
4090.0,103,1179,21,365.32,2012-01-19
4091.0,736,1019,19,227.37,2013-01-15
4092.0,245,1147,67,326.05,2012-07-17
4093.0,876,849,73,316.66,2013-09-01
4094.0,1124,297,344,393.0,2012-07-12
4095.0,1107,571,41,192.26,2013-06-04
4096.0,248,776,23,342.8,2013-12-07
4097.0,36,298,486,275.63,2012-09-16
4098.0,504,116,639,120.58,2014-06-16
4099.0,888,181,581,100.26,2013-10-17
4100.0,906,175,57,99.6,2014-03-08
4101.0,1118,1169,290,357.49,2014-08-21
4102.0,210,674,55,433.31,2013-07-18
4103.0,416,414,12,155.64,2013-02-10
4104.0,499,1067,31,81.95,2013-11-16
4105.0,137,460,102,299.66,2013-01-21
4106.0,387,27,2,327.69,2013-01-30
4107.0,1014,936,18,293.91,2012-12-15
4108.0,850,439,35,357.72,2013-11-10
4109.0,1037,54,21,275.53,2013-01-11
4110.0,1122,472,11,233.57,2013-11-19
4111.0,824,330,97,449.04,2012-12-19
4112.0,836,281,367,223.37,2015-02-03
4113.0,136,1060,81,459.03,2012-11-04
4114.0,828,1115,21,57.67,2013-03-22
4115.0,45,28,521,331.46,2014-08-03
4116.0,371,790,25,277.4,2013-06-22
4117.0,295,504,11,447.93,2014-11-12
4118.0,459,892,143,369.43,2015-01-16
4119.0,710,813,16,161.91,2013-03-23
4120.0,512,484,276,148.12,2013-06-25
4121.0,355,1035,48,429.29,2013-11-14
4122.0,104,828,91,115.31,2013-10-11
4123.0,990,306,89,116.82,2014-07-20
4124.0,915,928,412,441.16,2013-09-03
4125.0,414,1128,24,61.15,2013-08-20
4126.0,382,893,9,350.88,2012-07-04
4127.0,1011,1163,30,201.43,2012-05-21
4128.0,162,369,554,378.86,2014-12-24
4129.0,386,1075,527,347.43,2014-04-17
4131.0,1179,891,63,48.18,2012-03-31
4132.0,887,43,63,72.86,2012-09-08
4133.0,166,572,283,118.14,2012-09-03
4134.0,1142,832,101,422.01,2014-10-04
4135.0,58,173,34,244.39,2013-01-18
4136.0,297,533,357,98.78,2012-09-11
4137.0,488,1173,26,405.6,2014-09-25
4138.0,418,383,25,118.85,2013-02-06
4139.0,1013,768,549,182.03,2013-12-10
4140.0,19,1157,642,424.25,2013-10-17
4141.0,606,833,643,217.42,2012-12-15
4142.0,26,1146,625,259.824016013485,2014-04-22
4143.0,1055,295,47,193.27,2013-04-02
4144.0,831,1081,650,330.79,2013-10-30
4145.0,565,571,49,121.09,2013-04-25
4146.0,1104,340,226,142.15,2012-01-06
4147.0,863,483,687,343.93,2013-04-01
4148.0,145,1,378,223.31,2014-07-20
4149.0,669,789,663,84.79,2014-02-12
4151.0,189,242,697,178.04,2014-05-26
4152.0,170,645,298,374.86,2014-08-30
4153.0,920,887,16,449.63,2012-05-22
4154.0,376,295,23,27.42,2014-08-01
4155.0,1125,143,69,412.64,2014-09-21
4156.0,62,128,536,89.24,2012-12-03
4157.0,1140,164,639,366.02,2012-11-13
4158.0,831,945,545,287.03,2015-02-02
4159.0,1115,490,622,88.62,2013-05-25
4160.0,1012,50,146,416.93,2013-07-08
4161.0,275,954,639,325.93,2014-06-19
4162.0,1187,428,341,300.28,2013-08-24
4163.0,541,528,374,294.33,2013-04-03
4164.0,955,964,14,430.01,2013-11-16
4165.0,914,505,634,332.28,2014-12-08
4166.0,711,488,66,85.74,2014-06-28
4167.0,1025,60,521,250.62,2012-01-29
4168.0,629,992,27,426.71,2012-07-11
4169.0,1029,1036,6,263.93,2014-08-01
4170.0,1060,853,653,289.51,2012-09-17
4171.0,289,109,24,284.62,2012-11-06
4172.0,810,809,630,44.48,2013-07-28
4173.0,930,841,102,442.39,2012-12-11
4174.0,159,15,32,231.45,2014-02-27
4175.0,283,580,436,82.03,2014-10-06
4176.0,597,869,281,129.65,2013-04-18
4177.0,62,739,226,453.94,2014-12-24
4178.0,1165,1142,51,237.68,2012-04-29
4179.0,890,962,388,374.22,2013-06-04
4180.0,874,1115,18,94.43,2013-07-09
4181.0,176,165,497,72.33,2013-10-18
4182.0,945,700,150,327.78,2014-04-09
4183.0,317,386,423,162.22,2012-01-07
4184.0,1118,1015,33,316.82,2013-01-13
4185.0,1128,111,69,65.91,2014-03-13
4186.0,1141,724,308,352.54,2014-04-02
4187.0,1143,166,24,136.71,2013-12-03
4188.0,1007,127,41,87.72,2012-05-27
4189.0,457,1000,61,93.23,2013-09-18
4190.0,1169,1163,70,135.97,2012-08-03
4191.0,1113,81,14,72.76,2012-11-05
